measurement_id,concept_name,concept_id,frequency,percentage,unit_source_value,domain_id,vocabulary_id,concept_code,concept_class_id
9415085,Transitional cells [#/area] in Urine sediment by Microscopy high power field,3035851,64564,0.08%,[HPF],Measurement,LOINC,30089-7,Lab Test
9706222,Clostridioides difficile toxin A+B [Presence] in Stool,3032068,64485,0.08%,"",Measurement,LOINC,34713-8,Lab Test
1923065,No matching concept,0,64429,0.08%,"",Metadata,None,No matching concept,Undefined
7204195,Progesterone [Mass/volume] in Serum or Plasma,3027144,64323,0.08%,ng mL,Measurement,LOINC,2839-9,Lab Test
8129991,No matching concept,0,64263,0.08%,{index},Metadata,None,No matching concept,Undefined
7449237,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3010340,64226,0.08%,ng dL,Measurement,LOINC,3053-6,Lab Test
7961036,Bacteria [#/area] in Urine sediment by Microscopy high power field,3025255,64177,0.08%,[HPF],Measurement,LOINC,5769-5,Lab Test
2852230,Standing blood pressure,4060833,64159,0.08%,"",Measurement,SNOMED,163034007,Observable Entity
7487657,Gamma globulin [Mass/volume] in Serum or Plasma by Electrophoresis,3023465,63963,0.08%,g dL,Measurement,LOINC,2874-6,Lab Test
6529891,Clostridioides difficile glutamate dehydrogenase [Presence] in Stool,40761010,63866,0.08%,"",Measurement,LOINC,57901-1,Lab Test
6931118,Epithelial cells.renal [#/area] in Urine sediment by Microscopy high power field,3015023,63750,0.08%,[HPF],Measurement,LOINC,26052-1,Lab Test
6677819,No matching concept,0,63722,0.08%,"",Metadata,None,No matching concept,Undefined
5285242,Acetaminophen [Mass/volume] in Serum or Plasma,3002617,63697,0.08%,ug mL,Measurement,LOINC,3298-7,Lab Test
6600862,Leukocytes [#/volume] in Blood by Automated count,3000905,63626,0.08%,10*3 uL,Measurement,LOINC,6690-2,Lab Test
7928828,Hematocrit [Volume Fraction] of Blood by Automated count,3023314,63576,0.08%,%,Measurement,LOINC,4544-3,Lab Test
3983069,Hemoglobin [Mass/volume] in Blood,3000963,63576,0.08%,g dL,Measurement,LOINC,718-7,Lab Test
3878882,Erythrocytes [#/volume] in Blood by Automated count,3020416,63573,0.08%,10*6 uL,Measurement,LOINC,789-8,Lab Test
7881227,Platelets [#/volume] in Blood by Automated count,3024929,63550,0.08%,10*3 uL,Measurement,LOINC,777-3,Lab Test
9822025,MCH [Entitic mass] by Automated count,3012030,63548,0.08%,pg,Measurement,LOINC,785-6,Lab Test
3509547,MCV [Entitic volume] by Automated count,3023599,63548,0.08%,fL,Measurement,LOINC,787-2,Lab Test
8109146,MCHC [Mass/volume] by Automated count,3009744,63547,0.08%,g dL,Measurement,LOINC,786-4,Lab Test
1025726,Platelet mean volume [Entitic volume] in Blood by Automated count,3043111,63544,0.08%,fL,Measurement,LOINC,32623-1,Lab Test
7576050,Casts [#/area] in Urine sediment by Microscopy low power field,3005658,63253,0.08%,[LPF],Measurement,LOINC,9842-6,Lab Test
2008651,No matching concept,0,62968,0.08%,"",Metadata,None,No matching concept,Undefined
6971623,Triiodothyronine (T3) [Mass/volume] in Serum or Plasma,3010340,62873,0.08%,ng dL,Measurement,LOINC,3053-6,Lab Test
7146136,Eosinophils/100 leukocytes in Blood by Automated count,3010457,62776,0.08%,%,Measurement,LOINC,713-8,Lab Test
1258599,Basophils/100 leukocytes in Blood by Automated count,3013869,62747,0.08%,%,Measurement,LOINC,706-2,Lab Test
7964276,Monocytes/100 leukocytes in Blood by Automated count,3011948,62740,0.08%,%,Measurement,LOINC,5905-5,Lab Test
3538432,Lymphocytes/100 leukocytes in Blood by Automated count,3037511,62730,0.08%,%,Measurement,LOINC,736-9,Lab Test
1556019,Neutrophils/100 leukocytes in Blood by Automated count,3008342,62710,0.08%,%,Measurement,LOINC,770-8,Lab Test
4414141,Barbiturates [Presence] in Urine,3002020,62652,0.08%,ng mL,Measurement,LOINC,3377-9,Lab Test
3181186,Monocytes/100 leukocytes in Blood,3019069,62638,0.08%,%,Measurement,LOINC,26485-3,Lab Test
4993793,CD3+CD4+ (T4 helper) cells/100 cells in Specimen,3000739,62493,0.08%,%,Measurement,LOINC,32516-7,Lab Test
4526439,CD3+CD8+ (T8 suppressor cells) cells/100 cells in Specimen,3033899,62492,0.08%,%,Measurement,LOINC,32518-3,Lab Test
2602669,No matching concept,0,62485,0.08%,"",Metadata,None,No matching concept,Undefined
8187529,Osmolality of Urine,3026782,62479,0.08%,mosm kg,Measurement,LOINC,2695-5,Lab Test
6346234,Prolactin [Units/volume] in Serum or Plasma by 3rd IS,3022976,62282,0.08%,ng mL,Measurement,LOINC,20434-7,Lab Test
2309085,Antenatal ultrasound finding,4121342,62257,0.08%,"",Measurement,SNOMED,304602002,Observable Entity
6618737,Gamma glutamyl transferase [Enzymatic activity/volume] in Serum or Plasma,3026910,62016,0.08%,[iU] L,Measurement,LOINC,2324-2,Lab Test
1219899,25-hydroxyvitamin D2 [Mass/volume] in Serum or Plasma,3049536,61994,0.08%,ng mL,Measurement,LOINC,49054-0,Lab Test
9243950,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,3020149,61992,0.08%,ng mL,Measurement,LOINC,1989-3,Lab Test
2923095,Methylmalonate [Moles/volume] in Serum or Plasma,3016426,61678,0.08%,umol L,Measurement,LOINC,13964-2,Lab Test
7033883,Appearance of Specimen,3046572,61635,0.08%,"",Measurement,LOINC,33511-7,Lab Test
4221410,Visual acuity uncorrected Right eye by Snellen eye chart,21491746,61494,0.08%,"",Measurement,LOINC,79882-7,Clinical Observation
5928879,Visual acuity uncorrected Left eye by Snellen eye chart,21491747,61494,0.08%,"",Measurement,LOINC,79883-5,Clinical Observation
4693354,No matching concept,0,61491,0.08%,"",Metadata,None,No matching concept,Undefined
3323418,Cytomegalovirus DNA [Presence] in Serum or Plasma by NAA with probe detection,3021488,61213,0.08%,"",Measurement,LOINC,30246-3,Lab Test
2225508,Forced vital capacity [Volume] Respiratory system by Spirometry --pre bronchodilation,3000645,60707,0.08%,L,Measurement,LOINC,19876-2,Clinical Observation
9363243,FEV1 Predicted,3022891,60707,0.08%,L,Measurement,LOINC,20149-1,Clinical Observation
3491496,FEV1/FVC Predicted,3024594,60707,0.08%,L,Measurement,LOINC,19925-7,Clinical Observation
3690930,No matching concept,0,60707,0.08%,%,Metadata,None,No matching concept,Undefined
5723290,No matching concept,0,60707,0.08%,L,Metadata,None,No matching concept,Undefined
8934332,No matching concept,0,60707,0.08%,L,Metadata,None,No matching concept,Undefined
1962553,Forced vital capacity [Volume] Respiratory system Predicted,3002094,60707,0.08%,L,Measurement,LOINC,19869-7,Clinical Observation
5858321,No matching concept,0,60700,0.08%,%,Metadata,None,No matching concept,Undefined
2299877,FEF 25-75% --pre bronchodilation,42868461,60696,0.08%,%,Measurement,LOINC,69972-8,Clinical Observation
4431962,No matching concept,0,60692,0.08%,%,Metadata,None,No matching concept,Undefined
7652960,FEV1 --pre bronchodilation,3005025,60683,0.08%,L,Measurement,LOINC,20157-4,Clinical Observation
9904656,FEV1/FVC ratio before bronchodilator,4233038,60683,0.08%,%,Measurement,SNOMED,407602006,Observable Entity
3414650,No matching concept,0,60670,0.08%,%,Metadata,None,No matching concept,Undefined
7279971,No matching concept,0,60669,0.08%,%,Metadata,None,No matching concept,Undefined
9702757,FEF 25-75% Predicted,42868460,60669,0.08%,%,Measurement,LOINC,69971-0,Clinical Observation
3632604,Hypochromia [Presence] in Blood by Light microscopy,3021303,60601,0.08%,"",Measurement,LOINC,728-6,Lab Test
2841335,No matching concept,0,60563,0.08%,%,Metadata,None,No matching concept,Undefined
7397182,No matching concept,0,60562,0.08%,%,Metadata,None,No matching concept,Undefined
8781371,No matching concept,0,60535,0.08%,%,Metadata,None,No matching concept,Undefined
9787097,No matching concept,0,60441,0.08%,%,Metadata,None,No matching concept,Undefined
9171916,Cholesterol in LDL [Mass/volume] in Serum or Plasma,3028437,60382,0.08%,mg dL,Measurement,LOINC,2089-1,Lab Test
9505960,"Ultrasound, transvaginal",2211765,60214,0.08%,"",Procedure,CPT4,76830,CPT4
6490810,No matching concept,0,60135,0.08%,%,Metadata,None,No matching concept,Undefined
8178925,CD3+CD4+ (T4 helper) cells/CD3+CD8+ (T8 suppressor cells) cells [# Ratio] in Blood,40757349,60105,0.08%,"",Measurement,LOINC,54218-3,Lab Test
1247335,Pressure support setting Ventilator,3000461,60021,0.08%,cmH2O,Measurement,LOINC,20079-0,Clinical Observation
5170540,Cocaine [Presence] in Urine by Screen method,3018060,59897,0.08%,ug dL,Measurement,LOINC,19359-9,Lab Test
4008579,Opiates [Presence] in Urine by Screen method,3015208,59881,0.08%,ug dL,Measurement,LOINC,19295-5,Lab Test
1426360,Lead [Mass/volume] in Blood,3020331,59844,0.08%,ug dL,Measurement,LOINC,5671-3,Lab Test
9171600,Morphology [Interpretation] in Blood Narrative,3000093,59742,0.08%,"",Measurement,LOINC,18314-5,Lab Test
6107262,Leukocytes [#/area] in Urine sediment by Microscopy high power field,3035583,59705,0.08%,mm[Hg],Measurement,LOINC,5821-4,Lab Test
3030179,Bicarbonate [Moles/volume] standard in Venous blood,3007628,59703,0.08%,mmol L,Measurement,LOINC,19232-8,Lab Test
7919870,No matching concept,0,59617,0.08%,"",Metadata,None,No matching concept,Undefined
2642546,"Ultrasound, scrotum and contents",2211769,59594,0.08%,"",Procedure,CPT4,76870,CPT4
4387595,Shigella species+EIEC invasion plasmid antigen H ipaH gene [Presence] in Stool by NAA with non-probe detection,21492844,59424,0.08%,"",Measurement,LOINC,80350-2,Lab Test
2189824,Escherichia coli Stx1 and Stx2 toxin stx1+stx2 genes [Presence] in Stool by NAA with non-probe detection,21493471,59424,0.08%,"",Measurement,LOINC,82203-1,Lab Test
9488394,Escherichia coli Stx1 and Stx2 toxin stx1+stx2 genes [Presence] in Stool by NAA with non-probe detection,21493471,59424,0.08%,"",Measurement,LOINC,82203-1,Lab Test
5399126,Yersinia enterocolitica DNA [Presence] in Stool by NAA with non-probe detection,21493470,59423,0.08%,"",Measurement,LOINC,82202-3,Lab Test
3076981,Vibrio cholerae+parahaemolyticus+vulnificus DNA [Presence] in Stool by NAA with non-probe detection,21493468,59423,0.08%,"",Measurement,LOINC,82200-7,Lab Test
9760805,Campylobacter coli+jejuni+upsaliensis DNA [Presence] in Stool by NAA with non-probe detection,21493362,59423,0.08%,"",Measurement,LOINC,82196-7,Lab Test
1580993,Salmonella enterica+bongori DNA [Presence] in Stool by NAA with non-probe detection,21493467,59422,0.08%,"",Measurement,LOINC,82199-1,Lab Test
4051489,Yeast [Presence] in Vaginal fluid by Wet preparation,3001496,59353,0.08%,"",Measurement,LOINC,14370-1,Lab Test
6068023,CD19 cells/100 cells in Specimen,3025716,59338,0.08%,%,Measurement,LOINC,20593-0,Lab Test
2075323,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,40760007,59216,0.07%,"",Measurement,LOINC,56888-1,Lab Test
5184765,Variant lymphocytes/100 leukocytes in Blood,3013498,59169,0.07%,%,Measurement,LOINC,13046-8,Lab Test
6285932,Benzoylecgonine [Presence] in Urine by Screen method,3014798,59067,0.07%,"",Measurement,LOINC,14314-9,Lab Test
8314899,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy high power field,3002033,59021,0.07%,[HPF],Measurement,LOINC,25148-8,Lab Test
8991699,Nuclear Ab [Titer] in Serum by Immunofluorescence,3002971,58605,0.07%,"",Measurement,LOINC,5048-4,Lab Test
3416123,Fine speckled nuclear Ab pattern [Presence] in Serum by Immunofluorescence,3039212,58485,0.07%,"",Measurement,LOINC,53984-1,Lab Test
1327396,Lymphoma - T-cell markers [Interpretation] in Specimen Narrative,40757355,58456,0.07%,"",Measurement,LOINC,54224-1,Lab Test
7736654,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,3029187,57868,0.07%,pg mL,Measurement,LOINC,33762-6,Lab Test
9998889,Metamyelocytes/100 leukocytes in Blood,3002179,57844,0.07%,%,Measurement,LOINC,28541-1,Lab Test
4114765,Rubella virus Ab [Presence] in Serum,3010937,57798,0.07%,"",Measurement,LOINC,22496-4,Lab Test
7397856,Carbon dioxide [Partial pressure] in Venous blood,3021447,57718,0.07%,mm[Hg],Measurement,LOINC,2021-4,Lab Test
5930676,pH of Venous blood,3012544,57718,0.07%,[arb U],Measurement,LOINC,2746-6,Lab Test
5376734,Duration of uterine contraction,4267952,57694,0.07%,"",Measurement,SNOMED,364274001,Observable Entity
6338426,"Carbon dioxide, total [Moles/volume] in Blood by calculation",3031147,57680,0.07%,mmol L,Measurement,LOINC,34728-6,Lab Test
1518061,Microalbumin/Creatinine [Mass Ratio] in Urine,3001802,57662,0.07%,mg g{creat},Measurement,LOINC,14959-1,Lab Test
5708950,Choriogonadotropin.beta subunit (pregnancy test) [Presence] in Urine,3009417,57627,0.07%,"",Measurement,LOINC,2112-1,Lab Test
9468994,Granular casts [#/area] in Urine sediment by Microscopy low power field,3011483,57601,0.07%,[LPF],Measurement,LOINC,5793-5,Lab Test
2537103,Intrinsic PEEP Respiratory system,3035822,57595,0.07%,cmH2O),Measurement,LOINC,38199-6,Clinical Observation
3408374,Amphetamine [Presence] in Urine by Screen method,3000144,57501,0.07%,ug dL,Measurement,LOINC,19343-3,Lab Test
4259519,Phencyclidine [Presence] in Urine by Screen method,3013184,57496,0.07%,ug dL,Measurement,LOINC,19659-2,Lab Test
3723155,Barbiturates [Presence] in Urine by Screen method,3005058,57495,0.07%,ug dL,Measurement,LOINC,19270-8,Lab Test
8110745,Epithelial cells.squamous [#/area] in Urine sediment by Microscopy high power field,3001008,57481,0.07%,[HPF],Measurement,LOINC,11277-1,Lab Test
4042596,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)",2211826,57447,0.07%,"",Procedure,CPT4,77080,CPT4
9249389,Testosterone [Mass/volume] in Serum or Plasma,3008893,57124,0.07%,ng dL,Measurement,LOINC,2986-8,Lab Test
2865580,"",37207157,57061,0.07%,"","","","",""
2811283,Metamyelocytes/100 leukocytes in Blood by Manual count,3000666,57003,0.07%,%,Measurement,LOINC,740-1,Lab Test
4778023,Hepatitis B virus core Ab [Presence] in Serum,3021879,56921,0.07%,"",Measurement,LOINC,16933-4,Lab Test
6292269,Pain scale [Type],21494994,56881,0.07%,"",Measurement,LOINC,80316-3,Clinical Observation
7361940,Minimum tidal volume setting Ventilator alarm,3001941,56589,0.07%,mL,Measurement,LOINC,20100-4,Clinical Observation
2809955,HIV 1 Ab [Presence] in Serum or Plasma by Immunoassay,3017675,56448,0.07%,"",Measurement,LOINC,29893-5,Lab Test
6954048,No matching concept,0,56180,0.07%,"",Metadata,None,No matching concept,Undefined
9540473,Ethanol [Mass/volume] in Blood,3025643,56162,0.07%,mg dL,Measurement,LOINC,5640-8,Lab Test
3188419,Protection of Skin,3044521,56139,0.07%,"",Measurement,LOINC,39110-2,Clinical Observation
1659230,Testosterone [Mass/volume] in Serum or Plasma,3008893,56008,0.07%,ng dL,Measurement,LOINC,2986-8,Lab Test
6828042,HIV 2 Ab [Presence] in Serum or Plasma by Immunoassay,3024449,55905,0.07%,"",Measurement,LOINC,30361-0,Lab Test
8647971,"Interrogation device evaluation(s), (remote) up to 30 days; implantable cardiovascular physiologic monitor system, implantable loop recorder system, or subcutaneous cardiac rhythm monitor system, remote data acquisition(s), receipt of transmissions and...",40217340,55857,0.07%,"",Procedure,HCPCS,G2066,HCPCS
4293533,Estradiol (E2) [Mass/volume] in Serum or Plasma,3025285,55803,0.07%,pg mL,Measurement,LOINC,2243-4,Lab Test
9983570,Trichomonas vaginalis rRNA [Presence] in Specimen by NAA with probe detection,3045342,55790,0.07%,"",Measurement,LOINC,46154-1,Lab Test
9869233,Plain X-ray of left wrist,37207182,55553,0.07%,"",Procedure,SNOMED,3821000087108,Procedure
2246011,Bicarbonate [Moles/volume] in Arterial blood,3008152,55455,0.07%,10*-3.eq L,Measurement,LOINC,1960-4,Lab Test
9991315,Polychromasia [Presence] in Blood by Light microscopy,3011987,55426,0.07%,"",Measurement,LOINC,10378-8,Lab Test
3360343,Opiates [Presence] in Serum or Plasma,3012479,55388,0.07%,ng mL,Measurement,LOINC,3878-6,Lab Test
2248720,"Radiologic examination, spine, cervical; 2 or 3 views",2211388,55349,0.07%,"",Procedure,CPT4,72040,CPT4
4586581,Follitropin [Units/volume] in Serum or Plasma,3023323,55203,0.07%,10*-3.[IU] mL,Measurement,LOINC,15067-2,Lab Test
7829093,Maximum tidal volume setting Ventilator alarm,3021471,55095,0.07%,mL,Measurement,LOINC,20099-8,Clinical Observation
8676295,Base excess in Arterial blood by calculation,3003396,55078,0.07%,"",Measurement,LOINC,1925-7,Lab Test
1652877,6-Monoacetylmorphine (6-MAM) [Presence] in Urine by Screen method,3028753,55043,0.07%,"",Measurement,LOINC,19321-9,Lab Test
3847761,pH of Arterial blood,3019977,55027,0.07%,"",Measurement,LOINC,2744-1,Lab Test
5060821,Salicylates [Mass/volume] in Serum or Plasma,3000787,54958,0.07%,mg dL,Measurement,LOINC,4024-6,Lab Test
8327050,Oxygen concentration,4353612,54915,0.07%,"",Measurement,SNOMED,250772006,Observable Entity
8036134,Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative,42869528,54897,0.07%,"",Measurement,LOINC,71773-6,Lab Test
8374555,Hepatitis C virus Ab [Presence] in Serum or Plasma by Immunoassay,3013801,54891,0.07%,"",Measurement,LOINC,13955-0,Lab Test
8326565,Hepatitis A virus IgM Ab [Units/volume] in Serum,3011922,54887,0.07%,"",Measurement,LOINC,22315-6,Lab Test
4496288,"HIV 1 and 2 Ab [Identifier] in Serum, Plasma or Blood by Rapid immunoassay",21494795,54852,0.07%,"",Measurement,LOINC,80203-3,Lab Test
3394438,Legionella sp Ag [Presence] in Urine,3046861,54748,0.07%,"",Measurement,LOINC,32781-7,Lab Test
5452310,No matching concept,0,54660,0.07%,"",Metadata,None,No matching concept,Undefined
3848614,Testosterone.free+weakly bound [Mass/volume] in Serum or Plasma,3015222,54601,0.07%,ng dL,Measurement,LOINC,2990-0,Lab Test
7763397,Streptococcus pneumoniae Ag [Presence] in Specimen by Latex agglutination,3009873,54551,0.07%,"",Measurement,LOINC,17652-9,Lab Test
9983014,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ and CD8+ T-cells [Units/volume] corrected for background in Blood,36305335,54493,0.07%,[iU] mL,Measurement,LOINC,88517-8,Lab Test
2462735,Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood,40766800,54493,0.07%,[iU] mL,Measurement,LOINC,64084-7,Lab Test
3656832,Mitogen stimulated gamma interferon [Units/volume] corrected for background in Blood,42869529,54493,0.07%,[iU] mL,Measurement,LOINC,71774-4,Lab Test
5324078,Gamma interferon background [Units/volume] in Blood by Immunoassay,42869531,54493,0.07%,[iU] mL,Measurement,LOINC,71776-9,Lab Test
5350795,Protein/Creatinine [Mass Ratio] in Urine,3001582,54210,0.07%,mg mg{creat},Measurement,LOINC,2890-2,Lab Test
4933753,Beta globulin [Mass/volume] in Serum or Plasma by Electrophoresis,3016520,54153,0.07%,g dL,Measurement,LOINC,2871-2,Lab Test
5581447,Pathologist interpretation of Blood tests,3010023,54129,0.07%,"",Measurement,LOINC,21026-0,Lab Test
6647848,No matching concept,0,54129,0.07%,"",Metadata,None,No matching concept,Undefined
9476096,Plain X-ray of right wrist,37207184,54085,0.07%,"",Procedure,SNOMED,3831000087105,Procedure
3720469,Progesterone [Mass/volume] in Serum or Plasma,3027144,53994,0.07%,ng mL,Measurement,LOINC,2839-9,Lab Test
4890949,Tacrolimus [Mass/volume] in Blood,3026250,53861,0.07%,ng mL,Measurement,LOINC,11253-2,Lab Test
5346502,Bacteria identified in Body fluid by Aerobe culture,3016114,53776,0.07%,"",Measurement,LOINC,610-6,Lab Test
9388384,No matching concept,0,53634,0.07%,"",Metadata,None,No matching concept,Undefined
8839953,No matching concept,0,53625,0.07%,"",Metadata,None,No matching concept,Undefined
3194975,Respiratory syncytial virus Ag [Presence] in Nasopharynx by Immunofluorescence,46236091,53563,0.07%,"",Measurement,LOINC,77390-3,Lab Test
3101224,Adenovirus Ag [Presence] in Nasopharynx by Immunofluorescence,3044357,53562,0.07%,"",Measurement,LOINC,43610-5,Lab Test
4776022,No matching concept,0,53562,0.07%,"",Metadata,None,No matching concept,Undefined
5436400,No matching concept,0,53562,0.07%,"",Metadata,None,No matching concept,Undefined
1079570,Prostate specific Ag [Mass/volume] in Serum or Plasma,3013603,53444,0.07%,ng mL,Measurement,LOINC,2857-1,Lab Test
7594682,Borrelia burgdorferi Ab [Units/volume] in Serum by Immunoassay,3003645,53278,0.07%,{index},Measurement,LOINC,5060-9,Lab Test
8305314,No matching concept,0,53102,0.07%,"",Metadata,None,No matching concept,Undefined
8756890,Glucose [Mass/volume] in Serum or Plasma --1 hour post 100 g glucose PO,3014716,53099,0.07%,mg dL,Measurement,LOINC,1501-6,Lab Test
9622597,No matching concept,0,53039,0.07%,"",Metadata,None,No matching concept,Undefined
5123037,Myelocytes/100 leukocytes in Blood,3017181,53011,0.07%,%,Measurement,LOINC,26498-6,Lab Test
9123326,Complement C4 [Mass/volume] in Serum or Plasma,3017766,53002,0.07%,mg dL,Measurement,LOINC,4498-2,Lab Test
7080003,Cells.CD3+CD4+CD8+ (Double positive)/100 cells in Blood,21492329,52721,0.07%,%,Measurement,LOINC,79186-3,Lab Test
5922354,Microscopic observation [Identifier] in Specimen by Gram stain,3037167,52673,0.07%,"",Measurement,LOINC,664-3,Lab Test
8869411,Ketones [Mass/volume] in Urine by Test strip,3023539,52449,0.07%,"",Measurement,LOINC,5797-6,Lab Test
4011327,Urobilinogen [Mass/volume] in Urine by Test strip,3037072,52449,0.07%,"",Measurement,LOINC,20405-7,Lab Test
1307875,Specific gravity of Urine by Test strip,3000330,52448,0.07%,"",Measurement,LOINC,5811-5,Lab Test
6289144,Erythrocytes [#/volume] in Urine by Test strip,3009105,52448,0.07%,{ery} uL,Measurement,LOINC,20409-9,Lab Test
9561222,Glucose [Presence] in Urine by Test strip,3009261,52448,0.07%,"",Measurement,LOINC,25428-4,Lab Test
2835407,Leukocytes [#/volume] in Urine by Test strip,3014749,52448,0.07%,"",Measurement,LOINC,20408-1,Lab Test
5114950,Nitrite [Presence] in Urine by Test strip,3021601,52448,0.07%,"",Measurement,LOINC,5802-4,Lab Test
5830912,Protein [Mass/volume] in Urine by Test strip,3005897,52447,0.07%,mg dL,Measurement,LOINC,5804-0,Lab Test
1683014,No matching concept,0,52446,0.07%,"",Metadata,None,No matching concept,Undefined
1630529,Bilirubin.total [Presence] in Urine,3011258,52445,0.07%,"",Measurement,LOINC,1977-8,Lab Test
8158681,pH of Urine by Test strip,3022621,52445,0.07%,[arb U],Measurement,LOINC,5803-2,Lab Test
1810632,Plain chest X-ray,4163872,52383,0.07%,"",Procedure,SNOMED,399208008,Procedure
7500261,Pressure support setting Ventilator,3000461,52257,0.07%,"",Measurement,LOINC,20079-0,Clinical Observation
6404068,Ultrasonography of left breast,42538970,52247,0.07%,"",Procedure,SNOMED,951000087106,Procedure
9354356,Blood group antibody screen [Presence] in Serum or Plasma by GEL,44817152,52208,0.07%,"",Measurement,LOINC,75263-4,Lab Test
1037493,Troponin I.cardiac [Mass/volume] in Serum or Plasma,3021337,52206,0.07%,ng mL,Measurement,LOINC,10839-9,Lab Test
1339015,Chloride [Moles/volume] in Urine,3007733,52180,0.07%,mmol L,Measurement,LOINC,2078-4,Lab Test
6884268,FEV1,3024653,52164,0.07%,L,Measurement,LOINC,20150-9,Clinical Observation
7116811,FEV1/FVC,3011505,52162,0.07%,%,Measurement,LOINC,19926-5,Clinical Observation
2914880,No matching concept,0,52145,0.07%,"",Metadata,None,No matching concept,Undefined
5376554,IgA [Mass/volume] in Serum or Plasma,3007164,52131,0.07%,mg dL,Measurement,LOINC,2458-8,Lab Test
7184084,Total lung capacity,3009425,52017,0.07%,L,Measurement,LOINC,19862-2,Clinical Observation
3009998,Thyroglobulin Ab [Units/volume] in Serum or Plasma,3025547,52010,0.07%,[iU] mL,Measurement,LOINC,8098-6,Lab Test
7851618,No matching concept,0,51977,0.07%,"",Metadata,None,No matching concept,Undefined
6091152,No matching concept,0,51936,0.07%,"",Metadata,None,No matching concept,Undefined
4749681,"Magnetic resonance (eg, proton) imaging, abdomen; with contrast material(s)",2211515,51833,0.07%,"",Procedure,CPT4,74182,CPT4
7220707,No matching concept,0,51832,0.07%,mm,Metadata,None,No matching concept,Undefined
5372033,"Interrogation device evaluation(s) (remote), up to 90 days, substernal lead implantable cardioverter-defibrillator system with interim analysis, review(s) and report(s) by a physician or other qualified health care professional",709924,51774,0.07%,"",Procedure,CPT4,0578T,CPT4
4967071,No matching concept,0,51711,0.07%,"",Metadata,None,No matching concept,Undefined
6161236,Adenovirus DNA [Presence] in Specimen by NAA with probe detection,3041623,51609,0.07%,"",Measurement,LOINC,39528-5,Lab Test
4659982,"HIV 1 and 2 Ab [Identifier] in Serum, Plasma or Blood by Rapid immunoassay",21494795,51547,0.07%,"",Measurement,LOINC,80203-3,Lab Test
2680734,Thyroperoxidase Ab [Units/volume] in Serum or Plasma,3027238,51218,0.06%,[iU] mL,Measurement,LOINC,8099-4,Lab Test
8641577,MRI of brain,37311324,51185,0.06%,"",Procedure,SNOMED,816077007,Procedure
9670140,No matching concept,0,51124,0.06%,"",Metadata,None,No matching concept,Undefined
7233553,No matching concept,0,50943,0.06%,"",Metadata,None,No matching concept,Undefined
2857524,Gas flow FEV 50%,40768509,50926,0.06%,"",Measurement,LOINC,65822-9,Clinical Observation
1226559,Maximum inspiratory flow rate at 50% of vital capacity,4089941,50913,0.06%,"",Measurement,SNOMED,251926008,Observable Entity
9065048,Antenatal ultrasound result received,4061131,50814,0.06%,"",Measurement,SNOMED,169231003,Observable Entity
6222612,No matching concept,0,50763,0.06%,"",Metadata,None,No matching concept,Undefined
4142371,No matching concept,0,50744,0.06%,"",Metadata,None,No matching concept,Undefined
7700054,Blood group antibody screen [Presence] in Serum or Plasma by GEL,44817152,50692,0.06%,"",Measurement,LOINC,75263-4,Lab Test
6067022,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,3038288,50618,0.06%,"",Measurement,LOINC,40982-1,Lab Test
3373380,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,3044938,50618,0.06%,"",Measurement,LOINC,34487-9,Lab Test
4237526,Lutropin [Units/volume] in Serum or Plasma,3009214,50483,0.06%,10*-3.[IU] mL,Measurement,LOINC,10501-5,Lab Test
1010157,Glasgow coma score motor,3008223,50477,0.06%,"",Measurement,LOINC,9268-4,Clinical Observation
8866973,"","",50451,0.06%,mmol L,"","","",""
9782479,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum or Plasma by Immunoassay,40760007,50392,0.06%,"",Measurement,LOINC,56888-1,Lab Test
1003907,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, cervical; without contrast material",2211410,50348,0.06%,"",Procedure,CPT4,72141,CPT4
4908057,IgA [Mass/volume] in Serum or Plasma,3007164,50324,0.06%,mg dL,Measurement,LOINC,2458-8,Lab Test
4535716,Rhinovirus RNA [Presence] in Specimen by NAA with probe detection,3025023,50296,0.06%,"",Measurement,LOINC,7993-9,Lab Test
5324889,Human metapneumovirus RNA [Presence] in Specimen by NAA with probe detection,3042194,50214,0.06%,"",Measurement,LOINC,38917-1,Lab Test
6094789,Myelocytes/100 leukocytes in Blood by Manual count,3018229,50197,0.06%,%,Measurement,LOINC,749-2,Lab Test
8055426,Methadone [Presence] in Urine by Screen method,3028707,50052,0.06%,ug dL,Measurement,LOINC,19550-3,Lab Test
